         963172 function calls (949932 primitive calls) in 4.794 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\cffi\model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\cProfile.py:119(__exit__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\ticker.py:375(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\collections.py:1565(EventCollection)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\image.py:1034(NonUniformImage)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\axes\_base.py:1399(ArtistList)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\polar.py:18(PolarTransform)
       27    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:811(__init__)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\connection_cext.py:357(is_closed)
       24    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\pooling.py:308(<genexpr>)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\__init__.py:325(_logged_cached)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\ticker.py:1305(EngFormatter)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\testing.py:17(pyparsing_test)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5352(Forward)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\tri\_tritools.py:1(<module>)
        9    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
       25    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:193(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:428(_fields_in_init_order)
       30    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\fromnumeric.py:3176(ndim)
        4    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:583(copy_func)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\abstracts.py:1057(set_login)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\core.py:3784(statusBar)
       10    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_api\__init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\style\core.py:238(reload_library)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2264(wm_protocol)
        3    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:344(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:532(Working_conditions)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:628(with_name)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\images.py:1(<module>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\collections.py:1176(PolyCollection)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\stackplot.py:1(<module>)
       12    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:2264(<lambda>)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\abstracts.py:1193(python_charset)
       13    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:152(validate_axisbelow)
       65    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       47    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4222(<genexpr>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\style\core.py:198(update_user_library)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\gridspec.py:531(SubplotSpec)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py:844(Poly3DCollection)
        7    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:394(U_number)
        2    0.000    0.000    0.014    0.007 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\linecache.py:26(getline)
       14    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\_config\config.py:273(__call__)
       77    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\base.py:363(ndim)
       10    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\blocks.py:219(_can_consolidate)
       12    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:289(wrapper)
        5    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5969(token_map)
       33    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4509(recurse)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\widgets.py:2945(ToolLineHandles)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       20    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\inspect.py:3099(<genexpr>)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\constants.py:772(set_mysql_version)
       33    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\packaging\version.py:452(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:256(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\axis.py:2289(XAxis)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.081    0.081 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\gui_module.py:27(setup_new_staff_tab)
        8    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:711(joinpath)
       12    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:489(_field_init)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\ExifTags.py:305(GPS)
       26    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4234(<genexpr>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\textpath.py:293(TextPath)
        8    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\dateutil\rrule.py:77(<genexpr>)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\util\_validators.py:271(validate_fillna_kwargs)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:1073(Polygon)
       68    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\inspect.py:3079(return_annotation)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\construction.py:532(treat_as_nested)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\core.py:148(close)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\plotting.py:1380(TkOptions)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\PngImagePlugin.py:346(PngStream)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:2177(BlendedGenericTransform)
        5    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3055(re_match)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2698(_Base)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_layoutgrid.py:31(LayoutGrid)
       16    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\staff_search_gui.py:134(search_Button)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\cbook.py:120(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\PngImagePlugin.py:700(PngImageFile)
        5    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3045(re)
        3    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4890(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:4394(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
        1    0.000    0.000    3.376    3.376 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1502(mainloop)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:427(Under_1_relationship)
        3    0.000    0.000    0.002    0.001 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1077(__init__)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\base.py:591(_ensure_array)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\kiwisolver\exceptions.py:1(<module>)
       17    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\inspect.py:2841(__hash__)
        4    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:437(_tuple_str)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\fromnumeric.py:1025(argsort)
       26    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\compat\numpy\function.py:64(__call__)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\base.py:1765(_get_names)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\headers.py:802(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\scrolledtext.py:1(<module>)
        1    0.000    0.000    0.002    0.002 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\font_manager.py:970(json_load)
        4    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\dateutil\rrule.py:80(_invalidates_cache)
       30    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       43    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:560(root)
        2    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:164(select_from)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\Image.py:3666(Exif)
        3    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:1635(__invert__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:93(__compat__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_bases.py:2789(_Mode)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\__init__.py:75(register)
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tokenize.py:343(find_cookie)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\staff_search_gui.py:20(search_detail_frame)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\blocks.py:452(split_and_operate)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI_Logic\text_box_RE.py:1(<module>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\ticker.py:198(Formatter)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\__init__.py:1(<module>)
       26    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:461(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\json\decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3130(QuotedString)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\container.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1476(bind_all)
        1    0.000    0.000    1.215    1.215 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\gui_module.py:31(setup_rank_list_tab)
        4    0.000    0.000    0.002    0.001 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:570(__init__)
        8    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\cffi\model.py:345(StructOrUnion)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:138(Diagnostics)
        5    0.000    0.000    0.011    0.002 <frozen importlib._bootstrap>:1375(_gcd_import)
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\constants.py:767(__init__)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\data.py:43(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:131(_validate_date)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\cffi\lock.py:1(<module>)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\unicode.py:80(alphanums)
       74    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\util.py:203(no_escape_re_range_char)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\dates.py:208(__getattr__)
        6    0.000    0.000    0.000    0.000 {method 'get_proto_info' of '_mysql_connector.MySQL' objects}
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
        4    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\frame.py:1030(axes)
       18    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\cycler\__init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\ticker.py:1962(MaxNLocator)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4481(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\collections.py:1373(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\collections.py:2239(PolyQuadMesh)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2905(Arc)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\polar.py:188(InvertedPolarTransform)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        5    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1207(column)
        6    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:835(stat)
       15    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\_methods.py:55(_any)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\connection_cext.py:782(warning_count)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\core.py:200(setFont)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\headers.py:514(RowHeader)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\unicode.py:234(Japanese)
        3    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:2425(__init__)
       24    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2265(<genexpr>)
       17    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py:255(escape)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:459(Under_2_work)
        1    0.000    0.000    0.014    0.014 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\traceback.py:377(extract)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\constants.py:832(get_charset_info)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\messagebox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\Image.py:143(Transpose)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\ticker.py:2704(LogitLocator)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2204(_Style)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\widgets.py:2042(MultiCursor)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:432(Under_1_phone)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\Image.py:3624(_apply_env_variables)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\range.py:483(_view)
       27    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:246(items)
       10    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:374(validate_fontweight)
       33    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_api\__init__.py:78(<genexpr>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_tools.py:457(ToolViewsPositions)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\offsetbox.py:45(_compat_get_offset)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\dateutil\rrule.py:305(rrule)
        2    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:1396(__mro_entries__)
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\platform.py:453(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tokenize.py:337(read_or_stop)
       21    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_api\deprecation.py:171(__set_name__)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:266(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\scale.py:409(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:1077(TransformedBbox)
        7    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3510(__init__)
       10    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3648(parseImpl)
        4    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5701(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:1922(Arc)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\streamplot.py:259(DomainMap)
        1    0.000    0.000    0.015    0.015 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\gui_module.py:34(set_up_staff_serch_tab)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\data\SQL_center.py:52(<lambda>)
       30    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\abstracts.py:500(can_consume_results)
       33    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\results.py:21(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\geo.py:249(AitoffTransform)
       32    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:1800(__new__)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:437(Under_1_work)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:454(Under_2_phone)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:389(Underwriter)
       11    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:295(_check_generic)
