         963172 function calls (949932 primitive calls) in 4.794 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\figure.py:121(SubplotParams)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\offsetbox.py:1098(AnchoredText)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\dates.py:626(DateFormatter)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\legend_handler.py:430(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\tri\_tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py:372(Line3DCollection)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\polar.py:310(ThetaTick)
        3    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\six.py:85(_import_module)
        8    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\base.py:5144(_values)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\cursor_cext.py:244(_handle_resultset)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\dialogs.py:832(CrosstabDialog)
        8    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_api\__init__.py:56(fget)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:341(validate_aspect)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\cbook.py:915(GrouperView)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\TiffTags.py:32(TagInfo)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\PngImagePlugin.py:1086(_fdat)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:2568(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:942(_CacheType)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4671(AtLineStart)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5613(TokenConverter)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_tools.py:447(ToolXScale)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:75(VectorParse)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:672(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:211(FontInfo)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:120(Output)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:1206(Hlist)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\widgets.py:3696(EllipseSelector)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\gridspec.py:476(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'st_field_count' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2299(wm_title)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\abstracts.py:242(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\configparser.py:1168(converters)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\abstracts.py:2433(reset)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\commondialog.py:16(Dialog)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:163(validate_dpi)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:387(validate_fontstretch)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_docstring.py:64(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\colors.py:134(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\cffi\model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:2627(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:2663(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:2689(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:2340(Token)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3622(StringStart)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3901(_ErrorStop)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3659(WordStart)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3685(WordEnd)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4727(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5759(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\collections.py:1275(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_tools.py:395(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_tools.py:618(ToolForward)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2763(Arc3)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2841(Angle)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:3674(Fancy)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:1162(List)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\spines.py:487(SpinesProxy)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\style\core.py:217(update_nested_dict)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\legend_handler.py:724(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:1098(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:980(option_add)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1353(winfo_width)
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:1949(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\linecache.py:52(checkcache)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\generic.py:7045(_deprecate_downcast)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\base.py:56(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\core.py:3759(ChildToolBar)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\plotting.py:1700(PlotLayoutGrid)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_docstring.py:76(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\Image.py:2886(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\cffi\model.py:482(StructType)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\ImageMode.py:21(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\ImageFile.py:93(_Tile)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\ImageFile.py:350(StubImageFile)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\PaletteFile.py:20(PaletteFile)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\scale.py:702(get_scale_names)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:2271(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3509(PositionToken)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4704(FollowedBy)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5717(Dict)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5012(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\contour.py:29(ClabelText)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_tools.py:934(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:179(FontMetrics)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2325(Square)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:3595(Simple)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:3762(Wedge)
